cuda_gpu,cuda_peak_allocated_mb,cuda_peak_reserved_mb,epoch,epoch_duration_sec,learning_rate,train_batches_per_sec,train_center,train_duration_sec,train_images_per_sec,train_iou,train_objectness,train_size,train_total,val_ap50,val_ap75,val_batches_per_sec,val_center,val_duration_sec,val_eval_score_filtered_predictions,val_f1,val_false_negatives,val_false_positives,val_images_per_sec,val_iou,val_map50_95,val_nms_candidate_predictions,val_objectness,val_post_nms_predictions,val_post_nms_predictions_per_image,val_precision,val_raw_predictions,val_recall,val_size,val_total,val_true_positives,val_valid_predictions
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,10,245.01885676383972,0.001,4.607427891793876,0.007132710774865975,184.05062866210938,9.214855783587751,0.22211513453918807,0.022566500458402892,0.011424436511865593,0.303194061773917,0.8316658735275269,0.29721885919570923,3.9685045751742383,0.007868355211074941,30.99404263496399,409122,0.051990786442908846,16.0,17270.0,7.904744885509662,0.24168309944916547,0.3923012167259003,122500,0.022653792816312697,24500,100.0,0.026713255184851216,1999200,0.9673469387755103,0.01597442112132392,0.3356275109013891,474.0,1999200
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,11,245.63863801956177,0.001,4.61193522750628,0.006780861997781959,183.87075233459473,9.22387045501256,0.21523165295146546,0.01748377639681698,0.010712701098593656,0.28804514158235967,0.9250656962394714,0.3966454267501831,3.900417940972915,0.006556748192969377,31.5350821018219,205580,0.08894275592019392,13.0,9759.0,7.76912516697857,0.22271250515449337,0.4554735724294005,116599,0.01642561377105644,24500,100.0,0.04660023446658851,1999200,0.9734693877551021,0.013163993469197152,0.2982498470966409,477.0,1999200
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,12,243.5322949886322,0.001,4.651157202780344,0.006111308847944459,182.320219039917,9.302314405560688,0.20559117721639714,0.018301866461115424,0.009587241924751687,0.2736240722379594,0.9238314628601074,0.31132254004478455,3.9520858626636057,0.006562343554152933,31.12280559539795,333805,0.06254479119160856,10.0,14379.0,7.872040945955963,0.2260508454912077,0.4249489952577278,122500,0.017921079945848968,24500,100.0,0.03230365435089844,1999200,0.9795918367346939,0.013468394489444004,0.30372043220492884,480.0,1999200
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,13,242.71646928787231,0.001,4.652134617360424,0.005634640824936006,182.28191351890564,9.304269234720849,0.20002754060727246,0.01445868131067639,0.008781098940916016,0.2602216239913173,0.9075461030006409,0.3393533229827881,4.02683968698329,0.0059566902939885156,30.545045137405396,228662,0.06572705397043659,12.0,13577.0,8.020940839926064,0.23000487127924354,0.4269793724135525,121977,0.020572166518891245,24500,100.0,0.03400924937744575,1999200,0.9755102040816327,0.014341072616644385,0.3090426350027565,478.0,1999200
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,14,247.67815232276917,0.001,4.537805066226299,0.005292622675730151,186.87448835372925,9.075610132452598,0.19596372191565778,0.0159438850266424,0.00823243526109815,0.2548355905971718,0.9146487712860107,0.3050419092178345,4.010149834112211,0.0059456335635272774,30.672170639038086,250995,0.05881276310170216,8.0,15419.0,7.987696824044647,0.22894057195361067,0.4247456800259897,122500,0.01415283677293124,24500,100.0,0.030312558958556064,1999200,0.9836734693877551,0.013331782510049822,0.2994851410631242,482.0,1999200
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,15,257.6799967288971,0.001,4.301830729595152,0.004988145764692267,197.12537598609924,8.603661459190304,0.19133204652242503,0.0146327321299567,0.008002010528901525,0.24690952846991285,0.9021053314208984,0.28055378794670105,4.010950911827284,0.0063185821660241585,30.66604471206665,319833,0.05840395049686033,11.0,15434.0,7.989292466647843,0.235654752671234,0.41593513680709293,122500,0.01958346585137391,24500,100.0,0.030101175139822786,1999200,0.9775510204081632,0.014074217424466752,0.31497956485283085,479.0,1999200
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,16,243.4636688232422,0.001,4.643660695871156,0.004784513071738403,182.61454820632935,9.287321391742312,0.1868258120386668,0.015294874650794125,0.007545799807148968,0.24113485164378048,0.922599732875824,0.35497990250587463,4.000027044215494,0.006129105379464241,30.749792098999023,141179,0.08159457167090756,9.0,10819.0,7.967533543356065,0.21673360854629578,0.4617840215738397,102363,0.01466887880957163,24500,100.0,0.04256637168141593,1999200,0.9816326530612245,0.01245623270079978,0.28696048023497184,481.0,1999200
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,17,244.07221484184265,0.001,4.601097156768949,0.004262049168556707,184.3038673400879,9.202194313537898,0.17475713652400476,0.010130407807871892,0.006277462194188012,0.21875271498102625,0.9507038593292236,0.4022931158542633,4.184445582287662,0.005875419026024912,29.394575119018555,137499,0.07620862110026197,10.0,11627.0,8.334871281792497,0.22080229658906053,0.47839726345264355,99422,0.010680755371288434,24500,100.0,0.03964648550425374,1999200,0.9795918367346939,0.013090644904404758,0.28704143666881854,480.0,1999200
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,18,246.72620558738708,0.001,4.564787328823064,0.00403160472785014,185.76988124847412,9.129574657646128,0.17174563040289115,0.009720294942798198,0.006130511582187127,0.21388497208860122,0.9348464012145996,0.39139842987060547,3.971317187468439,0.006303394406397895,30.972091674804688,110127,0.10221024258760109,16.0,8311.0,7.910347243331443,0.22181330027619028,0.4765620147343725,92641,0.012054773644786479,24495,99.9795918367347,0.05395560614684121,1999200,0.9673469387755103,0.012994759869421037,0.29137456616977364,474.0,1999200
NVIDIA GeForce GTX 1660 SUPER,479.521484375,590.0,19,241.5487937927246,0.001,4.703206282874739,0.0036990403666764767,180.30253171920776,9.406412565749479,0.16567923420302147,0.007255850102942446,0.005481803901190842,0.2023938935829924,0.9149770736694336,0.400948166847229,3.968680389829341,0.006642094962828891,30.992669582366943,75537,0.13463166807790009,13.0,6119.0,7.905095085432428,0.2226401134961989,0.4517319546575891,74624,0.02018939418438065,24416,99.65714285714286,0.07231655548817466,1999200,0.9734693877551021,0.013641588360533058,0.303323160220937,477.0,1999200
