threshold,precision,recall,f1,true_positives,false_positives,false_negatives,predictions,predictions_per_image
0.982,0.43977591036414565,0.9612244897959183,0.6034593209481102,471.0,600.0,19.0,1071.0,4.371428571428571
0.983,0.45498547918683446,0.9591836734693877,0.6172028890347997,470.0,563.0,20.0,1033.0,4.216326530612245
0.984,0.4780835881753313,0.9571428571428572,0.6376614547926581,469.0,512.0,21.0,981.0,4.004081632653061
0.985,0.5016042780748663,0.9571428571428572,0.6582456140350877,469.0,466.0,21.0,935.0,3.816326530612245
0.986,0.5165198237885462,0.9571428571428572,0.670958512160229,469.0,439.0,21.0,908.0,3.706122448979592
0.987,0.5317460317460317,0.9571428571428572,0.6836734693877551,469.0,413.0,21.0,882.0,3.6
0.988,0.5570071258907363,0.9571428571428572,0.7042042042042043,469.0,373.0,21.0,842.0,3.436734693877551
0.989,0.6098829648894668,0.9571428571428572,0.7450357426528991,469.0,300.0,21.0,769.0,3.1387755102040815
0.99,0.6661931818181818,0.9571428571428572,0.7855946398659965,469.0,235.0,21.0,704.0,2.873469387755102
0.991,0.7001499250374813,0.9530612244897959,0.8072601555747624,467.0,200.0,23.0,667.0,2.7224489795918365
0.992,0.7456,0.9510204081632653,0.8358744394618834,466.0,159.0,24.0,625.0,2.5510204081632653
0.993,0.7660626029654036,0.9489795918367347,0.8477666362807658,465.0,142.0,25.0,607.0,2.477551020408163
0.994,0.7759197324414716,0.9469387755102041,0.8529411764705882,464.0,134.0,26.0,598.0,2.440816326530612
0.995,0.7986230636833046,0.9469387755102041,0.8664799253034546,464.0,117.0,26.0,581.0,2.3714285714285714
0.996,0.8162544169611308,0.9428571428571428,0.875,462.0,104.0,28.0,566.0,2.3102040816326532
0.997,0.8616822429906542,0.9408163265306122,0.8995121951219511,461.0,74.0,29.0,535.0,2.183673469387755
0.998,0.9161676646706587,0.936734693877551,0.9263370332996974,459.0,42.0,31.0,501.0,2.0448979591836736
0.999,0.9611231101511879,0.9081632653061225,0.9338929695697796,445.0,18.0,45.0,463.0,1.889795918367347
